119.90000  21.75000  -2853.51025
119.91500  21.75000  -2849.78076
119.93000  21.75000  -2845.72119
119.94500  21.75000  -2729.11670
119.96000  21.75000  -2328.20898
119.97500  21.75000  -2275.74170
119.99000  21.75000  -2347.56226
120.00500  21.75000  -2549.44995
120.02000  21.75000  -2717.02563
120.03500  21.75000  -2561.54736
120.05000  21.75000  -2147.34131
120.06500  21.75000  -2396.94458
120.08000  21.75000  -2370.31519
120.09500  21.75000  -2197.87256
120.11000  21.75000  -2074.00854
120.12500  21.75000  -1966.01062
120.14000  21.75000  -1730.98352
120.15500  21.75000  -1796.36633
120.17000  21.75000  -1875.42761
120.18500  21.75000  -1921.20642
120.20000  21.75000  -1977.55139
120.21500  21.75000  -1974.54272
120.23000  21.75000  -1910.15808
120.24500  21.75000  -2107.40479
120.26000  21.75000  -2490.79736
120.27500  21.75000  -2414.28296
120.29000  21.75000  -2241.38672
120.30500  21.75000  -2000.53076
120.32000  21.75000  -1786.00696
120.33500  21.75000  -1710.18433
120.35000  21.75000  -1332.36707
120.36500  21.75000  -986.96130
120.38000  21.75000  -817.44873
120.39500  21.75000  -802.81055
120.41000  21.75000  -759.28961
120.42500  21.75000  -707.40002
120.44000  21.75000  -761.46405
120.45500  21.75000  -977.34784
120.47000  21.75000  -1124.63037
120.48500  21.75000  -1171.03259
120.50000  21.75000  -1127.37781
120.51500  21.75000  -832.15326
120.53000  21.75000  -768.97760
120.54500  21.75000  -868.49286
120.56000  21.75000  -1044.12708
120.57500  21.75000  -1069.52417
120.59000  21.75000  -778.18347
120.60500  21.75000  -808.81830
120.62000  21.75000  -812.76117
120.63500  21.75000  -798.92786
120.65000  21.75000  -890.46954
120.66500  21.75000  -936.23358
120.68000  21.75000  -907.80145
120.69500  21.75000  -811.55249
120.71000  21.75000  -655.03094
120.72500  21.75000  -480.29572
120.74000  21.75000  -317.80432
120.75500  21.75000  -246.20758
120.77000  21.75000  -144.20657
120.78500  21.75000  -247.80841
120.80000  21.75000  -211.84059
120.81500  21.75000  -72.25428
120.83000  21.75000  -29.97647
120.84500  21.75000  -117.35443
120.86000  21.75000  -196.66133
120.87500  21.75000  -363.07111
120.89000  21.75000  -380.38004
120.90500  21.75000  -476.57700
120.92000  21.75000  -452.48865
120.93500  21.75000  -618.55914
120.95000  21.75000  -746.65070
120.96500  21.75000  -736.65424
120.98000  21.75000  -771.58789
120.99500  21.75000  -883.13965
121.01000  21.75000  -932.50458
121.02500  21.75000  -884.52887
121.04000  21.75000  -835.50763
121.05500  21.75000  -785.11719
121.07000  21.75000  -780.74438
121.08500  21.75000  -944.77161
121.10000  21.75000  -969.81097
121.11500  21.75000  -1035.83313
121.13000  21.75000  -941.22064
121.14500  21.75000  -1013.03876
121.16000  21.75000  -1057.21570
121.17500  21.75000  -946.38361
121.19000  21.75000  -1001.67065
121.20500  21.75000  -1211.92725
121.22000  21.75000  -1642.39185
121.23500  21.75000  -2143.30371
121.25000  21.75000  -2585.47656
121.26500  21.75000  -2793.73560
121.28000  21.75000  -2860.58594
121.29500  21.75000  -2760.68213
121.31000  21.75000  -2638.46924
121.32500  21.75000  -2702.31348
121.34000  21.75000  -2730.32300
121.35500  21.75000  -2832.60132
121.37000  21.75000  -2840.32324
121.38500  21.75000  -2798.88379
121.40000  21.75000  -2764.14038
121.41500  21.75000  -2406.36206
